White_king_col,White_king_row,White_rook_col,White_rook_row,Black_king_col,Black_king_row,class
d,two,g,six,f,one,eight
d,two,g,six,g,one,eight
d,two,g,six,h,three,eight
d,two,g,seven,f,one,eight
d,two,g,seven,g,one,eight
d,two,g,seven,h,three,eight
d,two,g,seven,h,five,eight
d,two,g,eight,f,one,eight
d,two,g,eight,g,one,eight
d,two,g,eight,h,five,eight
d,two,h,four,f,two,eight
d,two,h,four,f,three,eight
d,two,h,four,g,two,eight
d,two,h,four,h,two,eight
d,two,h,five,f,one,eight
d,two,h,five,g,one,eight
d,two,h,five,h,two,eight
d,two,h,six,f,one,eight
d,two,h,six,g,one,eight
d,two,h,seven,b,eight,eight
d,two,h,seven,f,one,eight
d,two,h,seven,g,one,eight
d,two,h,seven,h,one,eight
d,two,h,eight,f,one,eight
d,two,h,eight,g,one,eight
d,two,h,eight,h,one,eight
d,three,a,one,e,one,eight
d,three,a,one,f,one,eight
d,three,a,one,f,two,eight
d,three,a,one,g,one,eight
d,three,a,one,g,two,eight
d,three,a,one,h,two,eight
d,three,a,two,f,two,eight
d,three,a,two,g,two,eight
d,three,a,two,h,two,eight
d,three,a,three,f,two,eight
d,three,a,three,g,two,eight
d,three,a,three,h,two,eight
d,three,a,five,a,eight,eight
d,three,a,five,e,one,eight
d,three,a,five,f,one,eight
d,three,a,five,f,two,eight
d,three,a,five,f,four,eight
d,three,a,five,g,one,eight
d,three,a,five,g,two,eight
d,three,a,five,h,two,eight
d,three,a,five,h,three,eight
d,three,a,five,h,four,eight
d,three,a,six,e,one,eight
d,three,a,six,f,one,eight
d,three,a,six,f,two,eight
d,three,a,six,g,one,eight
d,three,a,six,g,two,eight
d,three,a,six,h,two,eight
d,three,a,seven,d,eight,eight
d,three,a,seven,e,one,eight
d,three,a,seven,e,eight,eight
d,three,a,seven,f,one,eight
d,three,a,seven,f,two,eight
d,three,a,seven,g,one,eight
d,three,a,seven,g,two,eight
d,three,a,seven,g,eight,eight
d,three,a,seven,h,two,eight
d,three,a,eight,e,one,eight
d,three,a,eight,f,one,eight
d,three,a,eight,f,two,eight
d,three,a,eight,g,one,eight
d,three,a,eight,g,two,eight
d,three,a,eight,h,two,eight
d,three,b,one,e,one,eight
d,three,b,one,f,one,eight
d,three,b,one,f,two,eight
d,three,b,one,g,one,eight
d,three,b,one,g,two,eight
d,three,b,one,h,two,eight
d,three,b,two,f,two,eight
d,three,b,two,g,two,eight
d,three,b,two,h,two,eight
d,three,b,three,f,two,eight
d,three,b,three,g,two,eight
d,three,b,three,h,two,eight
d,three,b,five,e,one,eight
d,three,b,five,f,one,eight
d,three,b,five,f,two,eight
d,three,b,five,f,four,eight
d,three,b,five,g,one,eight
d,three,b,five,g,two,eight
d,three,b,five,h,two,eight
d,three,b,five,h,three,eight
d,three,b,five,h,four,eight
d,three,b,six,e,one,eight
d,three,b,six,f,one,eight
d,three,b,six,f,two,eight
d,three,b,six,g,one,eight
d,three,b,six,g,two,eight
d,three,b,six,h,two,eight
d,three,b,seven,d,eight,eight
d,three,b,seven,e,one,eight
d,three,b,seven,f,one,eight
d,three,b,seven,f,two,eight
d,three,b,seven,f,eight,eight
d,three,b,seven,g,one,eight
d,three,b,seven,g,two,eight
d,three,b,seven,g,eight,eight
d,three,b,seven,h,two,eight
d,three,b,eight,e,one,eight
d,three,b,eight,f,one,eight
d,three,b,eight,f,two,eight
d,three,b,eight,g,one,eight
d,three,b,eight,g,two,eight
d,three,b,eight,h,two,eight
d,three,c,one,a,eight,eight
d,three,c,one,b,eight,eight
d,three,c,one,e,one,eight
d,three,c,one,f,one,eight
d,three,c,one,f,two,eight
d,three,c,one,g,one,eight
d,three,c,one,g,two,eight
d,three,c,one,h,two,eight
d,three,c,two,a,eight,eight
d,three,c,two,b,eight,eight
d,three,c,two,f,two,eight
d,three,c,two,g,two,eight
d,three,c,two,h,two,eight
d,three,c,three,a,eight,eight
d,three,c,three,b,eight,eight
d,three,c,three,f,two,eight
d,three,c,three,g,two,eight
d,three,c,three,h,two,eight
d,three,c,four,a,four,eight
d,three,c,four,a,five,eight
d,three,c,four,a,six,eight
d,three,c,four,a,seven,eight
d,three,c,four,a,eight,eight
d,three,c,four,b,four,eight
d,three,c,four,b,five,eight
d,three,c,four,b,six,eight
d,three,c,four,b,seven,eight
d,three,c,four,b,eight,eight
d,three,c,five,e,one,eight
d,three,c,five,f,one,eight
d,three,c,five,f,two,eight
d,three,c,five,f,four,eight
d,three,c,five,g,one,eight
d,three,c,five,g,two,eight
d,three,c,five,h,two,eight
d,three,c,five,h,three,eight
d,three,c,five,h,four,eight
d,three,c,six,a,seven,eight
d,three,c,six,a,eight,eight
d,three,c,six,b,eight,eight
d,three,c,six,e,one,eight
d,three,c,six,f,one,eight
d,three,c,six,f,two,eight
d,three,c,six,g,one,eight
d,three,c,six,g,two,eight
d,three,c,six,h,two,eight
d,three,c,seven,a,eight,eight
d,three,c,seven,e,one,eight
d,three,c,seven,f,one,eight
d,three,c,seven,f,two,eight
d,three,c,seven,f,eight,eight
d,three,c,seven,g,one,eight
d,three,c,seven,g,two,eight
d,three,c,seven,g,eight,eight
d,three,c,seven,h,two,eight
d,three,c,eight,a,seven,eight
d,three,c,eight,a,eight,eight
d,three,c,eight,e,one,eight
d,three,c,eight,f,one,eight
d,three,c,eight,f,two,eight
d,three,c,eight,g,one,eight
d,three,c,eight,g,two,eight
d,three,c,eight,h,two,eight
d,three,d,one,a,seven,eight
d,three,d,one,a,eight,eight
d,three,d,one,b,seven,eight
d,three,d,one,b,eight,eight
d,three,d,one,h,two,eight
d,three,d,two,a,two,eight
d,three,d,two,a,seven,eight
d,three,d,two,a,eight,eight
d,three,d,two,b,two,eight
d,three,d,two,b,seven,eight
d,three,d,two,b,eight,eight
d,three,d,two,h,two,eight
d,three,d,four,a,seven,eight
d,three,d,four,a,eight,eight
d,three,d,four,b,seven,eight
d,three,d,four,b,eight,eight
d,three,d,four,c,seven,eight
d,three,d,four,c,eight,eight
d,three,d,five,a,eight,eight
d,three,d,five,e,one,eight
d,three,d,five,f,one,eight
d,three,d,five,f,two,eight
d,three,d,five,f,four,eight
d,three,d,five,g,one,eight
d,three,d,five,g,two,eight
d,three,d,five,h,two,eight
d,three,d,five,h,three,eight
d,three,d,five,h,four,eight
d,three,d,six,a,four,eight
d,three,d,six,a,five,eight
d,three,d,six,a,six,eight
d,three,d,six,e,one,eight
d,three,d,six,f,one,eight
d,three,d,six,f,two,eight
d,three,d,six,g,one,eight
d,three,d,six,g,two,eight
d,three,d,six,h,two,eight
d,three,d,seven,a,eight,eight
d,three,d,seven,b,eight,eight
d,three,d,seven,e,one,eight
d,three,d,seven,f,one,eight
d,three,d,seven,f,two,eight
d,three,d,seven,g,one,eight
d,three,d,seven,g,two,eight
d,three,d,seven,g,eight,eight
d,three,d,seven,h,two,eight
d,three,d,eight,e,one,eight
d,three,d,eight,f,one,eight
d,three,d,eight,f,two,eight
d,three,d,eight,g,one,eight
d,three,d,eight,g,two,eight
d,three,d,eight,h,two,eight
d,three,e,two,f,two,eight
d,three,e,two,g,two,eight
d,three,e,two,h,two,eight
d,three,e,four,f,two,eight
d,three,e,four,g,two,eight
d,three,e,four,g,three,eight
d,three,e,five,a,eight,eight
d,three,e,five,f,two,eight
d,three,e,five,g,two,eight
d,three,e,five,h,two,eight
d,three,e,five,h,three,eight
d,three,e,five,h,four,eight
d,three,e,six,a,four,eight
d,three,e,six,a,five,eight
d,three,e,six,f,two,eight
d,three,e,six,g,two,eight
d,three,e,six,h,two,eight
d,three,e,six,h,seven,eight
d,three,e,six,h,eight,eight
d,three,e,seven,b,eight,eight
d,three,e,seven,f,two,eight
d,three,e,seven,g,two,eight
d,three,e,seven,g,eight,eight
d,three,e,seven,h,two,eight
d,three,e,seven,h,eight,eight
d,three,e,eight,f,two,eight
d,three,e,eight,g,two,eight
d,three,e,eight,h,two,eight
d,three,f,one,h,two,eight
d,three,f,five,a,eight,eight
d,three,f,five,f,two,eight
d,three,f,five,g,two,eight
d,three,f,five,g,seven,eight
d,three,f,five,g,eight,eight
d,three,f,five,h,two,eight
d,three,f,five,h,six,eight
d,three,f,five,h,seven,eight
d,three,f,five,h,eight,eight
d,three,f,six,a,four,eight
d,three,f,six,a,five,eight
d,three,f,six,f,two,eight
d,three,f,six,g,two,eight
d,three,f,six,h,two,eight
d,three,f,seven,b,eight,eight
d,three,f,seven,c,eight,eight
d,three,f,seven,f,two,eight
d,three,f,seven,g,two,eight
d,three,f,seven,h,two,eight
d,three,f,eight,f,two,eight
d,three,f,eight,g,two,eight
d,three,f,eight,h,two,eight
d,three,g,two,h,four,eight
d,three,g,four,f,two,eight
d,three,g,four,g,two,eight
d,three,g,five,a,eight,eight
d,three,g,five,e,one,eight
d,three,g,five,f,one,eight
d,three,g,five,g,one,eight
d,three,g,five,h,seven,eight
d,three,g,six,a,four,eight
d,three,g,six,a,five,eight
d,three,g,six,e,one,eight
d,three,g,six,f,one,eight
d,three,g,six,g,one,eight
d,three,g,seven,b,eight,eight
d,three,g,seven,c,eight,eight
d,three,g,seven,e,one,eight
d,three,g,seven,e,eight,eight
d,three,g,seven,f,one,eight
d,three,g,seven,g,one,eight
d,three,g,seven,h,five,eight
d,three,g,eight,e,one,eight
d,three,g,eight,f,one,eight
d,three,g,eight,g,one,eight
d,three,h,one,e,one,eight
d,three,h,four,f,two,eight
d,three,h,four,f,three,eight
d,three,h,four,g,two,eight
d,three,h,four,h,two,eight
d,three,h,five,a,eight,eight
d,three,h,five,e,one,eight
d,three,h,five,f,one,eight
d,three,h,five,g,one,eight
d,three,h,five,h,two,eight
d,three,h,six,a,four,eight
d,three,h,six,a,five,eight
d,three,h,six,e,one,eight
d,three,h,six,f,one,eight
d,three,h,six,g,one,eight
d,three,h,seven,b,eight,eight
d,three,h,seven,d,eight,eight
d,three,h,seven,e,one,eight
d,three,h,seven,e,eight,eight
d,three,h,seven,f,one,eight
d,three,h,seven,g,one,eight
d,three,h,seven,h,one,eight
d,three,h,eight,e,one,eight
d,three,h,eight,f,one,eight
d,three,h,eight,g,one,eight
d,three,h,eight,h,one,eight
d,four,a,one,h,two,eight
d,four,a,two,c,two,eight
d,four,a,two,h,two,eight
d,four,a,three,b,one,eight
d,four,a,three,c,one,eight
d,four,a,three,e,two,eight
d,four,a,three,g,one,eight
d,four,a,three,g,two,eight
d,four,a,four,b,one,eight
d,four,a,four,c,one,eight
d,four,a,four,c,two,eight
d,four,a,four,e,two,eight
d,four,a,four,g,one,eight
d,four,a,four,g,two,eight
d,four,a,five,b,one,eight
d,four,a,five,c,one,eight
d,four,a,five,c,two,eight
d,four,a,five,d,one,eight
d,four,a,five,d,two,eight
d,four,a,five,h,two,eight
d,four,a,five,h,three,eight
d,four,a,five,h,four,eight
d,four,a,six,b,one,eight
d,four,a,six,c,one,eight
d,four,a,six,c,two,eight
d,four,a,six,d,one,eight
d,four,a,six,d,two,eight
d,four,a,six,h,two,eight
d,four,a,seven,b,one,eight
d,four,a,seven,c,one,eight
d,four,a,seven,c,two,eight
d,four,a,seven,d,one,eight
d,four,a,seven,d,two,eight
d,four,a,seven,h,two,eight
d,four,a,eight,b,one,eight
d,four,a,eight,c,one,eight
d,four,a,eight,c,two,eight
d,four,a,eight,d,one,eight
d,four,a,eight,d,two,eight
d,four,a,eight,h,two,eight
d,four,b,one,h,two,eight
d,four,b,two,h,two,eight
d,four,b,three,b,one,eight
d,four,b,three,c,one,eight
d,four,b,three,e,two,eight
d,four,b,three,g,one,eight
d,four,b,three,g,two,eight
d,four,b,four,b,one,eight
d,four,b,four,c,one,eight
d,four,b,four,e,two,eight
d,four,b,four,g,one,eight
d,four,b,four,g,two,eight
d,four,b,five,b,one,eight
d,four,b,five,c,one,eight
d,four,b,five,d,one,eight
d,four,b,five,d,two,eight
d,four,b,five,h,two,eight
d,four,b,five,h,three,eight
d,four,b,five,h,four,eight
d,four,b,six,b,one,eight
d,four,b,six,c,one,eight
d,four,b,six,d,one,eight
d,four,b,six,d,two,eight
d,four,b,six,h,two,eight
d,four,b,seven,b,one,eight
d,four,b,seven,c,one,eight
d,four,b,seven,d,one,eight
d,four,b,seven,d,two,eight
d,four,b,seven,h,two,eight
d,four,b,eight,b,one,eight
d,four,b,eight,c,one,eight
d,four,b,eight,d,one,eight
d,four,b,eight,d,two,eight
d,four,b,eight,h,two,eight
d,four,c,one,h,two,eight
d,four,c,two,h,two,eight
d,four,c,three,g,one,eight
d,four,c,three,g,two,eight
d,four,c,four,c,one,eight
d,four,c,four,c,two,eight
d,four,c,four,e,two,eight
d,four,c,four,g,one,eight
d,four,c,four,g,two,eight
d,four,c,five,c,one,eight
d,four,c,five,c,two,eight
d,four,c,five,d,one,eight
d,four,c,five,d,two,eight
d,four,c,five,h,two,eight
d,four,c,five,h,three,eight
d,four,c,five,h,four,eight
d,four,c,six,c,one,eight
d,four,c,six,c,two,eight
d,four,c,six,d,one,eight
d,four,c,six,d,two,eight
d,four,c,six,h,two,eight
d,four,c,seven,c,one,eight
d,four,c,seven,c,two,eight
d,four,c,seven,d,one,eight
d,four,c,seven,d,two,eight
d,four,c,seven,h,two,eight
d,four,c,eight,c,one,eight
d,four,c,eight,c,two,eight
d,four,c,eight,d,one,eight
d,four,c,eight,d,two,eight
d,four,c,eight,h,two,eight
d,four,d,one,b,one,eight
d,four,d,one,b,two,eight
d,four,d,one,h,two,eight
d,four,d,two,b,two,eight
d,four,d,two,h,two,eight
d,four,d,three,d,one,eight
d,four,d,three,d,two,eight
d,four,d,three,e,one,eight
d,four,d,three,e,two,eight
d,four,d,three,f,one,eight
d,four,d,three,f,two,eight
d,four,d,three,g,one,eight
d,four,d,three,g,two,eight
d,four,d,five,d,two,eight
d,four,d,five,h,two,eight
d,four,d,five,h,three,eight
d,four,d,five,h,four,eight
d,four,d,six,d,two,eight
d,four,d,six,h,two,eight
d,four,d,seven,d,two,eight
d,four,d,seven,h,two,eight
d,four,d,eight,d,two,eight
d,four,d,eight,h,two,eight
d,four,e,one,b,one,eight
d,four,e,one,b,two,eight
d,four,e,one,g,one,eight
d,four,e,one,h,one,eight
d,four,e,two,b,two,eight
d,four,e,two,c,two,eight
d,four,e,two,h,two,eight
d,four,e,three,b,one,eight
d,four,e,three,b,two,eight
d,four,e,three,d,two,eight
d,four,e,four,b,one,eight
d,four,e,four,b,two,eight
d,four,e,four,c,one,eight
d,four,e,four,d,one,eight
d,four,e,four,d,two,eight
d,four,e,four,e,one,eight
d,four,e,four,e,two,eight
d,four,e,four,f,one,eight
d,four,e,four,f,two,eight
d,four,e,four,f,three,eight
d,four,e,four,g,one,eight
d,four,e,four,g,two,eight
d,four,e,four,g,three,eight
d,four,e,five,b,one,eight
d,four,e,five,b,two,eight
d,four,e,five,c,one,eight
d,four,e,five,c,two,eight
d,four,e,five,d,one,eight
d,four,e,five,d,two,eight
d,four,e,five,e,one,eight
d,four,e,five,f,one,eight
d,four,e,five,g,one,eight
d,four,e,five,h,two,eight
d,four,e,five,h,three,eight
d,four,e,five,h,four,eight
d,four,e,six,b,one,eight
d,four,e,six,c,one,eight
d,four,e,six,c,two,eight
d,four,e,six,d,one,eight
d,four,e,six,d,two,eight
d,four,e,six,e,one,eight
d,four,e,six,f,one,eight
d,four,e,six,g,one,eight
d,four,e,six,h,two,eight
d,four,e,six,h,seven,eight
d,four,e,seven,b,one,eight
d,four,e,seven,c,one,eight
d,four,e,seven,c,two,eight
d,four,e,seven,d,one,eight
d,four,e,seven,d,two,eight
d,four,e,seven,e,one,eight
d,four,e,seven,f,one,eight
d,four,e,seven,g,one,eight
d,four,e,seven,h,two,eight
d,four,e,eight,b,one,eight
d,four,e,eight,c,one,eight
d,four,e,eight,c,two,eight
d,four,e,eight,d,one,eight
d,four,e,eight,d,two,eight
d,four,e,eight,e,one,eight
d,four,e,eight,f,one,eight
d,four,e,eight,g,one,eight
d,four,e,eight,h,two,eight
d,four,f,one,b,one,eight
d,four,f,one,b,two,eight
d,four,f,one,c,one,eight
d,four,f,one,c,two,eight
d,four,f,one,d,one,eight
d,four,f,one,d,two,eight
d,four,f,one,g,seven,eight
d,four,f,one,h,one,eight
d,four,f,one,h,two,eight
d,four,f,two,b,two,eight
d,four,f,two,c,two,eight
d,four,f,two,g,seven,eight
d,four,f,three,b,one,eight
d,four,f,three,b,two,eight
d,four,f,three,c,one,eight
d,four,f,three,d,one,eight
d,four,f,three,d,two,eight
d,four,f,three,e,one,eight
d,four,f,three,f,one,eight
d,four,f,three,g,seven,eight
d,four,f,four,b,one,eight
d,four,f,four,b,two,eight
d,four,f,four,c,one,eight
d,four,f,four,d,one,eight
d,four,f,four,d,two,eight
d,four,f,four,e,one,eight
d,four,f,four,f,one,eight
d,four,f,four,f,two,eight
d,four,f,five,b,one,eight
d,four,f,five,b,two,eight
d,four,f,five,c,one,eight
d,four,f,five,c,two,eight
d,four,f,five,d,one,eight
d,four,f,five,d,two,eight
d,four,f,five,e,one,eight
d,four,f,five,f,one,eight
d,four,f,five,f,two,eight
d,four,f,five,g,two,eight
d,four,f,five,g,seven,eight
d,four,f,five,h,two,eight
d,four,f,five,h,six,eight
d,four,f,five,h,seven,eight
d,four,f,five,h,eight,eight
d,four,f,six,b,one,eight
d,four,f,six,b,two,eight
d,four,f,six,c,one,eight
d,four,f,six,c,two,eight
d,four,f,six,d,one,eight
d,four,f,six,d,two,eight
d,four,f,six,e,one,eight
d,four,f,six,f,one,eight
d,four,f,six,f,two,eight
d,four,f,six,g,two,eight
d,four,f,six,h,two,eight
d,four,f,seven,b,one,eight
d,four,f,seven,c,one,eight
d,four,f,seven,c,two,eight
d,four,f,seven,d,one,eight
d,four,f,seven,d,two,eight
d,four,f,seven,e,one,eight
d,four,f,seven,f,one,eight
d,four,f,seven,f,two,eight
d,four,f,seven,g,two,eight
d,four,f,seven,h,two,eight
d,four,f,eight,b,one,eight
d,four,f,eight,c,one,eight
d,four,f,eight,c,two,eight
d,four,f,eight,d,one,eight
d,four,f,eight,d,two,eight
d,four,f,eight,e,one,eight
d,four,f,eight,f,one,eight
d,four,f,eight,f,two,eight
d,four,f,eight,g,two,eight
d,four,f,eight,h,two,eight
d,four,g,one,b,one,eight
d,four,g,one,b,two,eight
d,four,g,one,c,one,eight
d,four,g,one,c,two,eight
d,four,g,two,b,two,eight
d,four,g,two,c,two,eight
d,four,g,two,h,four,eight
d,four,g,three,b,one,eight
d,four,g,three,b,two,eight
d,four,g,three,c,one,eight
d,four,g,three,e,two,eight
d,four,g,three,g,one,eight
d,four,g,four,b,one,eight
d,four,g,four,b,two,eight
d,four,g,four,c,one,eight
d,four,g,four,d,one,eight
d,four,g,four,d,two,eight
d,four,g,four,e,one,eight
d,four,g,four,f,one,eight
d,four,g,four,g,one,eight
d,four,g,five,b,one,eight
d,four,g,five,b,two,eight
d,four,g,five,c,one,eight
d,four,g,five,c,two,eight
d,four,g,five,d,one,eight
d,four,g,five,d,two,eight
d,four,g,five,e,one,eight
d,four,g,five,f,one,eight
d,four,g,five,g,one,eight
d,four,g,five,h,seven,eight
d,four,g,six,b,one,eight
d,four,g,six,b,two,eight
d,four,g,six,c,one,eight
d,four,g,six,c,two,eight
d,four,g,six,d,one,eight
d,four,g,six,d,two,eight
d,four,g,six,e,one,eight
d,four,g,six,f,one,eight
d,four,g,six,g,one,eight
d,four,g,seven,b,one,eight
d,four,g,seven,b,two,eight
d,four,g,seven,c,one,eight
d,four,g,seven,c,two,eight
d,four,g,seven,d,one,eight
d,four,g,seven,d,two,eight
d,four,g,seven,e,one,eight
d,four,g,seven,f,one,eight
d,four,g,seven,g,one,eight
d,four,g,seven,h,five,eight
d,four,g,eight,b,one,eight
d,four,g,eight,c,one,eight
d,four,g,eight,c,two,eight
d,four,g,eight,d,one,eight
d,four,g,eight,d,two,eight
d,four,g,eight,e,one,eight
d,four,g,eight,f,one,eight
d,four,g,eight,g,one,eight
d,four,h,one,b,one,eight
d,four,h,one,b,two,eight
d,four,h,one,c,one,eight
d,four,h,one,c,two,eight
d,four,h,two,b,two,eight
d,four,h,two,c,two,eight
d,four,h,three,b,one,eight
d,four,h,three,b,two,eight
d,four,h,three,c,one,eight
d,four,h,three,e,two,eight
d,four,h,three,g,one,eight
d,four,h,three,h,one,eight
d,four,h,four,b,one,eight
d,four,h,four,b,two,eight
d,four,h,four,c,one,eight
d,four,h,four,d,one,eight
d,four,h,four,d,two,eight
d,four,h,five,b,one,eight
d,four,h,five,b,two,eight
d,four,h,five,c,one,eight
d,four,h,five,c,two,eight
d,four,h,five,d,one,eight
d,four,h,five,d,two,eight
d,four,h,five,h,two,eight
d,four,h,six,b,one,eight
d,four,h,six,b,two,eight
d,four,h,six,c,one,eight
d,four,h,six,c,two,eight
d,four,h,six,d,one,eight
d,four,h,six,d,two,eight
d,four,h,seven,b,one,eight
d,four,h,seven,b,two,eight
d,four,h,seven,c,one,eight
d,four,h,seven,c,two,eight
d,four,h,seven,d,one,eight
d,four,h,seven,d,two,eight
d,four,h,seven,h,one,eight
d,four,h,eight,b,one,eight
d,four,h,eight,b,two,eight
d,four,h,eight,c,one,eight
d,four,h,eight,c,two,eight
d,four,h,eight,d,one,eight
d,four,h,eight,d,two,eight
d,four,h,eight,h,one,eight
a,one,a,three,c,two,nine
a,one,a,three,e,two,nine
a,one,a,three,g,one,nine
a,one,a,three,g,two,nine
a,one,a,three,h,one,nine
a,one,a,three,h,two,nine
a,one,b,three,e,two,nine
a,one,b,three,g,one,nine
a,one,b,three,g,two,nine
a,one,b,three,h,one,nine
a,one,b,three,h,two,nine
a,one,c,three,g,one,nine
a,one,c,three,g,two,nine
a,one,c,three,h,one,nine
a,one,c,three,h,two,nine
a,one,d,three,g,one,nine
a,one,d,three,g,two,nine
a,one,d,three,h,one,nine
a,one,d,three,h,two,nine
a,one,e,two,c,one,nine
a,one,g,one,h,eight,nine
a,one,g,eight,h,one,nine
b,one,a,one,g,one,nine
b,one,a,one,h,one,nine
b,one,a,three,d,one,nine
b,one,a,three,e,one,nine
b,one,a,three,e,two,nine
b,one,a,four,g,one,nine
b,one,a,four,h,one,nine
b,one,a,four,h,two,nine
b,one,a,four,h,three,nine
b,one,a,five,g,one,nine
b,one,a,five,h,one,nine
b,one,a,six,g,one,nine
b,one,a,six,h,one,nine
b,one,a,seven,g,one,nine
b,one,a,seven,h,one,nine
b,one,a,seven,h,eight,nine
b,one,a,eight,g,one,nine
b,one,a,eight,h,one,nine
b,one,b,three,d,one,nine
b,one,b,three,e,one,nine
b,one,b,three,e,two,nine
b,one,b,four,g,one,nine
b,one,b,four,h,one,nine
b,one,b,four,h,two,nine
b,one,b,four,h,three,nine
b,one,b,five,g,one,nine
b,one,b,five,h,one,nine
b,one,b,six,g,one,nine
b,one,b,six,h,one,nine
b,one,b,seven,g,one,nine
b,one,b,seven,h,one,nine
b,one,b,eight,g,one,nine
b,one,b,eight,h,one,nine
b,one,c,one,a,seven,nine
b,one,c,one,a,eight,nine
b,one,c,one,b,seven,nine
b,one,c,one,b,eight,nine
b,one,c,one,g,one,nine
b,one,c,one,h,one,nine
b,one,c,two,a,seven,nine
b,one,c,two,a,eight,nine
b,one,c,two,b,three,nine
b,one,c,two,b,five,nine
b,one,c,two,b,seven,nine
b,one,c,two,b,eight,nine
b,one,c,three,a,seven,nine
b,one,c,three,a,eight,nine
b,one,c,three,b,seven,nine
b,one,c,three,b,eight,nine
b,one,c,three,d,one,nine
b,one,c,three,e,one,nine
b,one,c,three,e,two,nine
b,one,c,four,a,seven,nine
b,one,c,four,a,eight,nine
b,one,c,four,b,seven,nine
b,one,c,four,b,eight,nine
b,one,c,four,g,one,nine
b,one,c,four,h,one,nine
b,one,c,four,h,two,nine
b,one,c,four,h,three,nine
b,one,c,five,g,one,nine
b,one,c,five,h,one,nine
b,one,c,six,g,one,nine
b,one,c,six,h,one,nine
b,one,c,seven,g,one,nine
b,one,c,seven,h,one,nine
b,one,c,eight,g,one,nine
b,one,c,eight,h,one,nine
b,one,d,one,g,one,nine
b,one,d,one,h,one,nine
b,one,d,four,g,one,nine
b,one,d,four,h,one,nine
b,one,d,four,h,two,nine
b,one,d,four,h,three,nine
b,one,d,five,g,one,nine
b,one,d,five,h,one,nine
b,one,d,six,g,one,nine
b,one,d,six,h,one,nine
b,one,d,seven,g,one,nine
b,one,d,seven,h,one,nine
b,one,d,eight,g,one,nine
b,one,d,eight,h,one,nine
b,one,e,three,d,one,nine
b,one,e,three,e,one,nine
b,one,e,three,f,one,nine
b,one,e,three,g,one,nine
b,one,e,three,g,two,nine
b,one,e,four,f,one,nine
b,one,e,four,g,one,nine
b,one,e,four,h,one,nine
b,one,e,four,h,two,nine
b,one,e,four,h,three,nine
b,one,f,three,g,one,nine
b,one,f,three,h,one,nine
b,one,f,three,h,two,nine
b,one,g,one,h,three,nine
b,one,g,one,h,five,nine
b,one,g,one,h,six,nine
b,one,g,one,h,eight,nine
b,one,g,two,h,five,nine
b,one,g,two,h,seven,nine
b,one,g,two,h,eight,nine
b,one,g,three,d,one,nine
b,one,g,three,d,two,nine
b,one,g,three,e,one,nine
b,one,g,three,e,two,nine
b,one,g,three,f,one,nine
b,one,g,three,g,one,nine
b,one,g,three,h,seven,nine
b,one,g,three,h,eight,nine
b,one,g,four,h,one,nine
b,one,g,four,h,eight,nine
b,one,g,five,h,one,nine
b,one,g,five,h,eight,nine
b,one,g,six,h,one,nine
b,one,g,six,h,two,nine
b,one,g,six,h,eight,nine
b,one,g,seven,h,one,nine
b,one,g,seven,h,two,nine
b,one,g,seven,h,four,nine
b,one,g,eight,h,one,nine
b,one,g,eight,h,three,nine
b,one,g,eight,h,four,nine
b,one,g,eight,h,six,nine
b,one,h,three,d,one,nine
b,one,h,three,d,two,nine
b,one,h,three,e,one,nine
b,one,h,three,e,two,nine
b,one,h,three,f,one,nine
b,one,h,three,f,two,nine
b,one,h,three,g,one,nine
b,one,h,three,h,one,nine
b,one,h,seven,a,eight,nine
b,two,a,one,g,one,nine
b,two,a,one,h,one,nine
b,two,a,two,g,one,nine
b,two,a,two,h,one,nine
b,two,a,three,d,one,nine
b,two,a,three,d,two,nine
b,two,a,three,e,one,nine
b,two,a,three,e,two,nine
b,two,a,four,g,one,nine
b,two,a,four,h,one,nine
b,two,a,four,h,two,nine
b,two,a,four,h,three,nine
b,two,a,five,g,one,nine
b,two,a,five,h,one,nine
b,two,a,six,g,one,nine
b,two,a,six,h,one,nine
b,two,a,seven,g,one,nine
b,two,a,seven,h,one,nine
b,two,a,eight,g,one,nine
b,two,a,eight,h,one,nine
b,two,b,three,d,one,nine
b,two,b,three,d,two,nine
b,two,b,three,e,one,nine
b,two,b,three,e,two,nine
b,two,b,four,g,one,nine
b,two,b,four,h,one,nine
b,two,b,four,h,two,nine
b,two,b,four,h,three,nine
b,two,b,five,g,one,nine
b,two,b,five,h,one,nine
b,two,b,six,g,one,nine
b,two,b,six,h,one,nine
b,two,b,seven,g,one,nine
b,two,b,seven,h,one,nine
b,two,b,eight,g,one,nine
b,two,b,eight,h,one,nine
b,two,c,one,g,one,nine
b,two,c,one,h,one,nine
b,two,c,three,d,one,nine
b,two,c,three,e,one,nine
b,two,c,three,e,two,nine
b,two,c,four,g,one,nine
b,two,c,four,h,one,nine
b,two,c,four,h,two,nine
b,two,c,four,h,three,nine
b,two,c,five,g,one,nine
b,two,c,five,h,one,nine
b,two,c,six,g,one,nine
b,two,c,six,h,one,nine
b,two,c,seven,g,one,nine
b,two,c,seven,h,one,nine
b,two,c,eight,g,one,nine
b,two,c,eight,h,one,nine
b,two,d,one,g,one,nine
b,two,d,one,h,one,nine
b,two,d,four,g,one,nine
b,two,d,four,h,one,nine
b,two,d,four,h,two,nine
b,two,d,four,h,three,nine
